area_code,customer_code,child_sku_code,gsv
E41586,E50845,21082101,9589.28
E41586,E50845,21082101,1438.39
E41586,E50845,21082101,24772.17
E41586,E50845,21082101,12066.46
E41586,E50845,21082101,239.73
E41586,E50845,21082101,159.82
E41586,E50845,21082101,79.91
E41586,E50845,21147158,16781.24
E41586,E50845,21147158,719.19
E41586,E50845,21147158,9589.24
E41586,E50845,21147158,48425.70
E41586,E50845,21147158,2077.67
E41586,E50845,65004502,1249282.67
E41586,E50845,65004502,188828.12
E41586,E50845,65004502,499961.28
E41586,E50845,65004502,503235.87
E41586,E50845,65004502,35040.69
E41586,E50845,65004502,359.61
E41586,E50845,65004502,5393.97
E41586,E50845,65004502,113033.14
E41586,E50845,65004502,109397.78
E41586,E50845,21053091,-522.86
E41586,E50845,21053091,-457.51
E41586,E50845,21067919,1960.71
E41586,E50845,21067919,35031.36
E41586,E50845,21067919,4117.48
E41586,E50845,21067919,1960.71
E41586,E50845,21147159,23528.57
E41586,E50845,21147159,3725.35
E41586,E50845,21147159,14378.52
E41586,E50845,21147159,68167.26
E41586,E50845,21147159,196.07
E41586,E50845,21147159,915.00
E41586,E50845,65004510,1210184.39
E41586,E50845,65004510,158686.75
E41586,E50845,65004510,883470.53
E41586,E50845,65004510,667099.99
E41586,E50845,65004510,36730.61
E41586,E50845,65004510,130.72
E41586,E50845,65004510,6881.16
E41586,E50845,65004510,102087.50
E41586,E50845,65004510,2614.34
E41586,E50845,20065734,-355.09
E41586,E50845,20296980,-87.86
E41586,E50845,21012911,-1273.93
E41586,E50845,21083202,429300.00
E41586,E50845,21083202,37992.86
E41586,E50845,21083202,67168.25
E41586,E50845,21083202,60557.22
E41586,E50845,21083202,42.85
E41586,E50845,21083202,49082.17
E41586,E50845,21083202,2410.75
E41586,E50845,21083203,415253.62
E41586,E50845,21083203,2035.76
E41586,E50845,21083203,6942.87
E41586,E50845,21083204,574232.20
E41586,E50845,21083204,3878.60
E41586,E50845,21083204,11571.44
E41586,E50845,21083204,2314.29
E41586,E50845,65004578,6977418.46
E41586,E50845,65004578,1403238.44
E41586,E50845,65004578,4883665.19
E41586,E50845,65004578,4850937.54
E41586,E50845,65004578,32482.95
E41586,E50845,65004578,29081.24
E41586,E50845,65004578,126877.99
E41586,E50845,65004578,1100003.76
E41586,E50845,65004578,46902.83
E41586,E50845,65025118,5781225.20
E41586,E50845,65025118,1252928.92
E41586,E50845,65025118,3987990.04
E41586,E50845,65025118,3512810.53
E41586,E50845,65025118,30616.09
E41586,E50845,65025118,29474.98
E41586,E50845,65025118,39586.03
E41586,E50845,65025118,823685.34
E41586,E50845,65025118,42153.88
E41586,E50845,21031405,1217297.25
E41586,E50845,21031405,39560.94
E41586,E50845,21031405,124083.54
E41586,E50845,21031405,191187.59
E41586,E50845,21031405,535.27
E41586,E50845,21031405,7007.11
E41586,E50845,21031405,145.98
E41586,E50845,21031407,912097.04
E41586,E50845,21031407,28953.00
E41586,E50845,21031407,139557.80
E41586,E50845,21031407,143840.81
E41586,E50845,21031407,681.25
E41586,E50845,21031407,7883.03
E41586,E50845,21031407,194.64
E41586,E50845,21031411,1017593.53
E41586,E50845,21031411,50266.34
E41586,E50845,21031411,105738.93
E41586,E50845,21031411,257852.97
E41586,E50845,21031411,924.55
E41586,E50845,21031411,4866.07
E41586,E50845,21067859,196394.73
E41586,E50845,21067859,21848.62
E41586,E50845,21067859,38879.52
E41586,E50845,21067859,80922.73
E41586,E50845,21067859,3503.57
E41586,E50845,21067860,169971.94
E41586,E50845,21067860,15668.72
E41586,E50845,21067860,33770.24
E41586,E50845,21067860,63404.86
E41586,E50845,21067860,3211.61
E41586,E50845,21067861,100338.45
E41586,E50845,21067861,17615.14
E41586,E50845,21067861,24281.53
E41586,E50845,21067861,88659.78
E41586,E50845,21067861,291.96
E41586,E50845,21084505,176297.82
E41586,E50845,21084505,11970.50
E41586,E50845,21084505,20339.98
E41586,E50845,21084505,56884.33
E41586,E50845,21084505,48.66
E41586,E50845,21084505,2627.67
E41586,E50845,21084506,140386.28
E41586,E50845,21084506,15182.12
E41586,E50845,21084506,13138.25
E41586,E50845,21084506,58830.77
E41586,E50845,21084506,1459.81
E41586,E50845,21084506,194.64
E41586,E50845,21084507,114936.68
E41586,E50845,21084507,12992.41
E41586,E50845,21084507,24378.79
E41586,E50845,21084507,42237.46
E41586,E50845,21084507,291.96
E41586,E50845,21084507,1167.85
E41586,E50845,65004488,-48.66
E41586,E50845,65025119,-5839.30
E41586,E50845,21050313,3653135.14
E41586,E50845,21050313,750694.41
E41586,E50845,21050313,2617275.85
E41586,E50845,21050313,2450124.18
E41586,E50845,21050313,13181.01
E41586,E50845,21050313,33538.38
E41586,E50845,21050313,3946.30
E41586,E50845,21050313,487487.59
E41586,E50845,21050313,25655.12
E41586,E50845,20071069,-73.39
E41586,E50845,21031404,1445815.34
E41586,E50845,21031404,24.46
E41586,E50845,21031404,138027.81
E41586,E50845,21031404,232237.45
E41586,E50845,21031404,599081.82
E41586,E50845,21031404,30629.34
E41586,E50845,21031404,5749.12
E41586,E50845,21031404,101282.10
E41586,E50845,21031404,391.42
E41586,E50845,21031406,1302038.78
E41586,E50845,21031406,24.46
E41586,E50845,21031406,133257.25
E41586,E50845,21031406,200873.99
E41586,E50845,21031406,364029.18
E41586,E50845,21031406,7216.96
E41586,E50845,21031406,1345.54
E41586,E50845,21031406,79141.93
E41586,E50845,21031406,220.17
E41586,E50845,21031412,841474.13
E41586,E50845,21031412,4110.00
E41586,E50845,21031412,98689.18
E41586,E50845,21031412,214819.49
E41586,E50845,21031412,379123.68
E41586,E50845,21031412,19742.62
E41586,E50845,21031412,24.46
E41586,E50845,21031412,611.61
E41586,E50845,21031412,49417.86
E41586,E50845,21031412,97.85
E41586,E50845,21067915,142088.60
E41586,E50845,21067915,44916.48
E41586,E50845,21067915,55240.70
E41586,E50845,21067915,124670.11
E41586,E50845,21067915,3522.86
E41586,E50845,21067915,48.93
E41586,E50845,21067915,18201.42
E41586,E50845,21067916,66347.16
E41586,E50845,21067916,20990.38
E41586,E50845,21067916,36011.62
E41586,E50845,21067916,64047.56
E41586,E50845,21067916,293.57
E41586,E50845,21067916,7632.85
E41586,E50845,21067917,156962.89
E41586,E50845,21067917,40904.32
E41586,E50845,21067917,39925.93
E41586,E50845,21067917,119336.97
E41586,E50845,21067917,293.57
E41586,E50845,21067917,48.93
E41586,E50845,21067917,21528.55
E41586,E50845,21067917,48.93
E41586,E50845,21085027,439916.80
E41586,E50845,21085027,71778.32
E41586,E50845,21085027,61209.90
E41586,E50845,21085027,276299.78
E41586,E50845,21085027,9687.87
E41586,E50845,21085027,25393.89
E41586,E50845,21085028,280850.07
E41586,E50845,21085028,42127.56
E41586,E50845,21085028,53038.76
E41586,E50845,21085028,208435.84
E41586,E50845,21085028,1174.28
E41586,E50845,21085028,21871.09
E41586,E50845,21085029,343185.06
E41586,E50845,21085029,48683.99
E41586,E50845,21085029,42274.53
E41586,E50845,21085029,159898.66
E41586,E50845,21085029,880.71
E41586,E50845,21085029,17907.87
E41586,E50845,21091031,239450.39
E41586,E50845,21091031,163096.39
E41586,E50845,21091031,38754.01
E41586,E50845,21091031,21603.30
E41586,E50845,21091031,2308.74
E41586,E50845,65004487,-1296.61
E41586,E50845,65004487,-24.46
E41586,E50845,65004487,-48.93
E41586,E50845,65004487,-24.46
E41586,E50845,65025120,-97.86
E41586,E50845,21001515,89877.19
E41586,E50845,21001515,4181.20
E41586,E50845,21001515,62876.61
E41586,E50845,21001515,20866.15
E41586,E50845,21001515,119.47
E41586,E50845,21001515,1706.63
E41586,E50845,21001515,1513.21
E41586,E50845,21001515,278.74
E41586,E50845,21019617,129360.07
E41586,E50845,21019617,5913.43
E41586,E50845,21019617,87485.65
E41586,E50845,21019617,26301.51
E41586,E50845,21019617,119.46
E41586,E50845,21019617,39.82
E41586,E50845,21019617,2005.29
E41586,E50845,21019617,3225.50
E41586,E50845,21019617,139.37
E41586,E50845,21086158,22260.21
E41586,E50845,21086158,597.32
E41586,E50845,21086158,9397.77
E41586,E50845,21086158,5933.33
E41586,E50845,21086158,238.93
E41586,E50845,21086158,955.71
E41586,E50845,21002844,1215714.61
E41586,E50845,21002844,151084.99
E41586,E50845,21002844,1764339.20
E41586,E50845,21002844,1271034.73
E41586,E50845,21002844,4546.44
E41586,E50845,21002844,1623.73
E41586,E50845,21002844,168755.70
E41586,E50845,21002844,6233.40
E41586,E50845,21061948,328395.55
E41586,E50845,21061948,25651.36
E41586,E50845,21061948,183770.59
E41586,E50845,21061948,197792.92
E41586,E50845,21061948,717.85
E41586,E50845,21061948,19621.38
E41586,E50845,21061948,813.57
E41586,E50845,20304736,7323993.23
E41586,E50845,20304736,727515.23
E41586,E50845,20304736,3724037.56
E41586,E50845,20304736,3547937.57
E41586,E50845,20304736,20513.86
E41586,E50845,20304736,10147.76
E41586,E50845,20304736,97459.95
E41586,E50845,20304736,768541.99
E41586,E50845,20304736,36115.23
E41586,E50845,21009476,7657406.45
E41586,E50845,21009476,219.64
E41586,E50845,21009476,954748.61
E41586,E50845,21009476,3369095.69
E41586,E50845,21009476,5313318.38
E41586,E50845,21009476,34786.56
E41586,E50845,21009476,506.25
E41586,E50845,21009476,1205.36
E41586,E50845,21009476,1039862.92
E41586,E50845,21009476,52192.95
E41586,E50845,21009789,109.82
E41586,E50845,21009789,439.28
E41586,E50845,21027709,11860.71
E41586,E50845,21027709,17132.15
E41586,E50845,21027709,98454.55
E41586,E50845,21027709,60072.31
E41586,E50845,21027709,1372.77
E41586,E50845,21027709,823.66
E41586,E50845,21027713,1377160.75
E41586,E50845,21027713,168685.75
E41586,E50845,21027713,761077.37
E41586,E50845,21027713,942926.48
E41586,E50845,21027713,10317.84
E41586,E50845,21027713,153530.35
E41586,E50845,21027713,17461.41
E41586,E50845,20304739,5687804.99
E41586,E50845,20304739,758663.01
E41586,E50845,20304739,2992165.17
E41586,E50845,20304739,2665380.57
E41586,E50845,20304739,21925.75
E41586,E50845,20304739,3231.43
E41586,E50845,20304739,32306.63
E41586,E50845,20304739,600853.92
E41586,E50845,20304739,13702.90
E41586,E50845,21000616,65581.01
E41586,E50845,21000616,3440.97
E41586,E50845,21000616,5667.48
E41586,E50845,21000616,2631.33
E41586,E50845,21000616,202.41
E41586,E50845,21000616,2226.51
E41586,E50845,21090787,460889.13
E41586,E50845,21090787,27932.65
E41586,E50845,21090787,52019.39
E41586,E50845,21090787,54448.42
E41586,E50845,21090787,5869.91
E41586,E50845,21090787,12954.27
E41586,E50845,21090787,3845.79
E41586,E50845,65004321,352800.63
E41586,E50845,65004321,45339.84
E41586,E50845,65004321,16597.62
E41586,E50845,65004321,33600.06
E41586,E50845,65004321,2024.10
E41586,E50845,65004321,5869.89
E41586,E50845,65004321,404.82
E41586,E50845,21000615,108703.27
E41586,E50845,21000615,5887.51
E41586,E50845,21000615,37610.93
E41586,E50845,21000615,15032.48
E41586,E50845,21000615,1099.02
E41586,E50845,21000615,1685.89
E41586,E50845,21000615,6879.26
E41586,E50845,21000615,409.02
E41586,E50845,65004320,784237.70
E41586,E50845,65004320,143535.17
E41586,E50845,65004320,180245.14
E41586,E50845,65004320,272966.61
E41586,E50845,65004320,26388.89
E41586,E50845,65004320,280.98
E41586,E50845,65004320,82596.43
E41586,E50845,65004320,3177.32
E41586,E50845,21066585,10020.51
E41586,E50845,21066585,334.02
E41586,E50845,21066585,167.01
E41586,E50845,21066585,1002.05
E41586,E50845,21066585,1336.07
E41586,E50845,21066585,167.01
E41586,E50845,65004313,212601.52
E41586,E50845,65004313,7181.35
E41586,E50845,65004313,7348.40
E41586,E50845,65004313,15531.79
E41586,E50845,65004313,1503.08
E41586,E50845,65004313,2839.14
E41586,E50845,65004313,334.02
E41586,E50845,21066581,129500.01
E41586,E50845,21066581,2913.75
E41586,E50845,21066581,8579.43
E41586,E50845,21066581,7770.00
E41586,E50845,21066581,485.63
E41586,E50845,21066581,8579.37
E41586,E50845,21066581,971.27
E41586,E50845,21066582,161.88
E41586,E50845,21066582,647.51
E41586,E50845,21066582,1133.13
E41586,E50845,21066582,1942.50
E41586,E50845,21066584,26709.38
E41586,E50845,21066584,1942.51
E41586,E50845,21066584,485.63
E41586,E50845,21066584,1942.50
E41586,E50845,21149031,37393.13
E41586,E50845,21149031,15378.16
E41586,E50845,21149031,3723.17
E41586,E50845,21149031,8255.67
E41586,E50845,21149031,4856.29
E41586,E50845,21149031,161.88
E41586,E50845,21149032,49048.13
E41586,E50845,21149032,20396.30
E41586,E50845,21149032,4532.54
E41586,E50845,21149032,14730.71
E41586,E50845,21149032,161.88
E41586,E50845,21149032,11655.06
E41586,E50845,21149033,41278.13
E41586,E50845,21149033,16187.55
E41586,E50845,21149033,4532.55
E41586,E50845,21149033,12302.60
E41586,E50845,21149033,161.88
E41586,E50845,21149033,12626.29
E41586,E50845,21149034,15030.81
E41586,E50845,21149034,1336.08
E41586,E50845,21149034,1336.08
E41586,E50845,21149034,2171.12
E41586,E50845,21149034,167.01
E41586,E50845,21149034,2672.14
E41586,E50845,21149222,15540.00
E41586,E50845,21149222,13597.55
E41586,E50845,21149222,4046.91
E41586,E50845,21149222,7446.29
E41586,E50845,21149222,5665.66
E41586,E50845,65004330,526579.77
E41586,E50845,65004330,82718.54
E41586,E50845,65004330,53581.24
E41586,E50845,65004330,122701.96
E41586,E50845,65004330,8255.73
E41586,E50845,65004330,3885.00
E41586,E50845,65004330,53257.06
E41586,E50845,65004330,971.28
E41586,E50845,65004332,502945.95
E41586,E50845,65004332,65559.69
E41586,E50845,65004332,51638.67
E41586,E50845,65004332,115579.35
E41586,E50845,65004332,6960.72
E41586,E50845,65004332,13597.50
E41586,E50845,65004332,54228.27
