ship_to_code,child_sku_code,gsv
50200803,20271014,0.045
50200803,20271015,0.04
50200803,20271016,0.022
50200803,20271018,0.042
50200803,20271019,0.042
50200803,20271020,0.026
50200803,20271022,0.036
50200803,20271023,0.041
50200803,20271024,0
50200803,20271026,0.004
50200803,20271027,0.045
50200803,20271981,0.462
50200803,20272080,0
50200803,20272129,0
50200803,20272293,0
50200803,20272347,0.367
50200803,20272628,0.167
50200803,20272630,0.1
50200803,20272631,0.038
50200803,20272678,0
50200803,20274009,0.167
50200803,20274406,1.136
50200803,20274407,0
50200803,20274408,0
50200803,20274414,0.758
50200803,20274594,0.007
50200803,20274597,0.135
50200803,20274601,0.175
50200803,20274605,0
50200803,20274959,0
50200803,20274960,0
50200803,20275028,3.571
50200803,20275676,0.538
50200803,20275677,1.205
50200803,20275678,0.463
50200803,20275679,1.175
50200803,20276346,0.283
50200803,20276982,0
50200803,20276983,0.129
50200803,20276987,0.311
50200803,20276988,0.083
50200803,20276990,0.182
50200803,20276991,0
50200803,20277200,0.071
50200803,20277247,0.05
50200803,20277272,0.007
50200803,20277317,0.068
50200803,20277327,0.047
50200803,20277330,0.075
50200803,20277374,0.08
50200803,20277382,0.087
50200803,20277449,0.017
50200803,20277836,0
50200803,20277838,0
50200803,20277839,0.421
50200803,20277848,0.647
50200803,20277850,0
50200803,20277851,0.259
50200803,20277852,0.263
50200803,20277895,0.009
50200803,20277899,0
50200803,20277900,0
50200803,20278034,0
50200803,20279003,2.66
50200803,20279004,2.034
50200803,20279005,2.279
50200803,20283264,0
50200803,20283265,0
50200803,20283266,0
50200803,20283267,0
50200803,20283268,0
50200803,20283269,0
50200803,20284002,0.061
50200803,20284539,1.038
50200803,20284832,0.398
50200803,20284833,0.26
50200803,20287624,0.008
50200803,20287632,0.014
50200803,20288006,0
50200803,20288007,0
50200803,20288009,0
50200803,20288232,0.164
50200803,20291629,0.333
50200803,20291630,0.172
50200803,20291633,0.317
50200803,20291636,0
50200803,20292808,0.243
50200803,20292809,0.185
50200803,20292810,0.032
50200803,20292811,0.198
50200803,20292812,0.186
50200803,20292813,0.038
50200803,20292814,0.21
50200803,20292815,0.15
50200803,20292816,0.038
50200803,20292817,0.141
50200803,20292818,0.129
50200803,20292819,0.04
50200803,20293277,0.047
50200803,20293278,0.087
50200803,20293279,0.049
50200803,20293280,0.086
50200803,20293282,0.093
50200803,20293283,0.087
50200803,20293285,0.021
50200803,20293286,0.125
50200803,20293287,0.504
50200803,20293288,0.026
50200803,20293289,0.075
50200803,20293290,0.031
50200803,20293291,0.052
50200803,20294787,0
50200803,20294810,0.036
50200803,20294812,0.139
50200803,20294813,0.062
50200803,20294814,0.058
50200803,20294816,0.116
50200803,20295584,0.222
50200803,20296955,3.714
50200803,20303828,0.333
50200803,20303914,0.071
50200803,20304206,0
50200803,20304735,0.315
50200803,20304736,4.243
50200803,20304737,0.302
50200803,20304738,0.521
50200803,20304739,2.052
50200803,21000615,0.105
50200803,21000616,0.007
50200803,21000763,39.041
50200803,21000764,0.736
50200803,21000765,1.069
50200803,21000766,0.087
50200803,21000767,42.405
50200803,21000768,0.744
50200803,21000769,0.554
50200803,21000770,0.073
50200803,21000771,11.837
50200803,21000772,0.348
50200803,21000773,0.25
50200803,21000774,0.067
50200803,21000775,8.434
50200803,21000776,0
50200803,21000777,0.133
50200803,21000778,5.093
50200803,21000779,0.008
50200803,21000780,0.071
50200803,21000781,3.353
50200803,21000782,0.016
50200803,21001434,15.971
50200803,21001435,0
50200803,21001436,0
50200803,21001437,0
50200803,21001513,0.118
50200803,21001514,0.123
50200803,21001515,0.178
50200803,21001914,0.703
50200803,21001985,3.059
50200803,21002316,0.486
50200803,21002317,0
50200803,21002318,0.017
50200803,21002319,0.264
50200803,21002320,0
50200803,21002321,0.028
50200803,21002322,0
50200803,21002323,0
50200803,21002324,0.011
50200803,21002325,0
50200803,21002326,0
50200803,21002327,0
50200803,21002844,1.43
50200803,21002845,0.55
50200803,21002846,0.304
50200803,21002847,0.139
50200803,21003659,0
50200803,21005657,0.016
50200803,21008977,45.802
50200803,21008978,0.677
50200803,21008979,0.746
50200803,21008980,0.156
50200803,21008981,0.039
50200803,21008982,0.066
50200803,21008983,0.049
50200803,21008984,0.036
50200803,21008985,0
50200803,21008986,0.021
50200803,21008988,0
50200803,21009047,0.156
50200803,21009048,0.434
50200803,21009052,0.016
50200803,21009137,0.106
50200803,21009138,0.021
50200803,21009139,0.184
50200803,21009476,0.03
50200803,21010274,0
50200803,21010304,0.106
50200803,21010308,0.235
50200803,21012580,0.009
50200803,21012582,0.347
50200803,21013229,0.038
50200803,21013230,0.011
50200803,21013232,0.014
50200803,21013233,0.016
50200803,21013234,0
50200803,21013235,0
50200803,21013236,0
50200803,21013982,0.176
50200803,21013983,0.1
50200803,21013984,0.167
50200803,21013985,0.096
50200803,21013986,0
50200803,21013987,0
50200803,21013988,0.042
50200803,21013989,0.088
50200803,21015691,0.188
50200803,21015692,0.606
50200803,21016701,0
50200803,21017750,0.012
50200803,21017751,0.055
50200803,21018172,0
50200803,21018278,0
50200803,21018279,0
50200803,21018281,0
50200803,21018282,0
50200803,21018688,0
50200803,21018836,0.158
50200803,21018841,0.167
50200803,21018909,0.31
50200803,21018911,0.408
50200803,21018912,0.113
50200803,21019554,0.017
50200803,21019587,0.144
50200803,21019617,0.294
50200803,21021063,0.582
50200803,21021066,0.091
50200803,21021067,0.176
50200803,21021068,0.116
50200803,21021072,0.116
50200803,21021073,0.318
50200803,21021076,0.013
50200803,21021077,0.211
50200803,21021921,0
50200803,21023808,0
50200803,21023809,0
50200803,21024222,0.169
50200803,21024702,0.042
50200803,21025372,0.081
50200803,21025373,0.148
50200803,21025550,2.489
50200803,21025551,0.115
50200803,21025552,0.275
50200803,21025553,0
50200803,21025554,0
50200803,21025555,0
50200803,21025556,0
50200803,21025598,0
50200803,21025600,0
50200803,21025601,0
50200803,21025602,0
50200803,21025603,0
50200803,21026412,0.007
50200803,21027340,0.003
50200803,21027623,0
50200803,21027713,0
50200803,21029743,5.1
50200803,21029744,0.259
50200803,21029745,0.122
50200803,21029746,0.049
50200803,21029747,0
50200803,21029748,0.042
50200803,21029749,0.493
50200803,21029753,1.282
50200803,21029754,0.706
50200803,21029755,0.746
50200803,21029817,0
50200803,21029818,0
50200803,21029819,0
50200803,21029820,0
50200803,21029821,0
50200803,21029822,0
50200803,21029826,0
50200803,21029827,0
50200803,21029830,0
50200803,21029831,0
50200803,21030914,11.393
50200803,21030915,0.21
50200803,21031404,0.333
50200803,21031405,0.432
50200803,21031406,0.606
50200803,21031407,0.181
50200803,21031408,0.346
50200803,21031409,0.179
50200803,21031410,0.04
50200803,21031411,0.539
50200803,21031412,0.547
50200803,21036487,0.014
50200803,21037748,0.083
50200803,21037876,0.011
50200803,21038550,0
50200803,21038554,0.083
50200803,21038555,0.019
50200803,21038556,0.039
50200803,21038557,0.083
50200803,21038639,0.333
50200803,21039096,0.263
50200803,21039097,0.217
50200803,21039110,0
50200803,21039111,0
50200803,21039112,0
50200803,21039113,0
50200803,21039115,0
50200803,21039792,0
50200803,21039793,0
50200803,21041422,0
50200803,21042818,0
50200803,21045981,0
50200803,21045982,6.991
50200803,21045983,0.136
50200803,21045984,0.045
50200803,21050313,1.885
50200803,21050314,0.012
50200803,21050315,0.301
50200803,21050316,0.004
50200803,21051017,0.013
50200803,21051018,0.011
50200803,21051019,0
50200803,21051726,0
50200803,21051942,11.42
50200803,21051943,8.197
50200803,21051973,1.266
50200803,21051975,0.976
50200803,21051977,1.374
50200803,21051978,0.576
50200803,21051979,0.963
50200803,21051980,1.357
50200803,21051981,0
50200803,21051982,0.042
50200803,21051984,0.547
50200803,21051985,0.709
50200803,21051986,0.536
50200803,21051987,1.406
50200803,21051988,0.794
50200803,21051989,0
50200803,21051990,0.167
50200803,21051992,0.311
50200803,21052484,0.264
50200803,21052485,1.476
50200803,21053665,4.887
50200803,21054827,0
50200803,21054828,0.025
50200803,21054829,0
50200803,21054830,0.027
50200803,21055141,0
50200803,21056563,0.024
50200803,21056565,0.067
50200803,21056567,0.072
50200803,21057657,0.007
50200803,21057936,0
50200803,21058431,0
50200803,21058471,0.337
50200803,21059664,0.268
50200803,21060641,0.167
50200803,21060642,0.087
50200803,21061779,0.581
50200803,21061907,0.122
50200803,21061908,0.177
50200803,21061948,0.085
50200803,21063280,0.247
50200803,21063281,0.307
50200803,21063284,3.433
50200803,21063285,0
50200803,21063286,0
50200803,21063287,1.176
50200803,21064622,0.099
50200803,21064623,0.098
50200803,21064624,0.087
50200803,21066191,2.897
50200803,21066192,0.085
50200803,21066194,0.112
50200803,21067671,264.155
50200803,21067859,0.167
50200803,21067860,0.167
50200803,21067861,0.115
50200803,21067915,0.222
50200803,21067916,0.167
50200803,21067917,0.222
50200803,21069275,0.025
50200803,21069495,0.023
50200803,21071194,0.265
50200803,21071196,0.038
50200803,21073123,0.186
50200803,21075082,0.224
50200803,21075083,0.206
50200803,21077527,0.021
50200803,21077528,0
50200803,21078366,0
50200803,21079585,0.096
50200803,21079784,0.084
50200803,21079785,0
50200803,21080267,0.045
50200803,21082360,2.991
50200803,21082361,0.089
50200803,21082430,0.168
50200803,21082432,0.206
50200803,21082433,0.553
50200803,21082434,0.197
50200803,21082436,0.304
50200803,21082437,0.565
50200803,21082440,0.042
50200803,21082568,0
50200803,21083203,0
50200803,21083204,0
50200803,21083249,0.058
50200803,21084505,0.083
50200803,21084506,0.167
50200803,21084507,0.139
50200803,21085027,0.034
50200803,21085028,0.182
50200803,21085029,0.05
50200803,21085250,0.035
50200803,21086158,0.158
50200803,21086159,0.167
50200803,21086713,5.639
50200803,21086714,11.374
50200803,21086715,4.181
50200803,21086716,0.145
50200803,21086717,67.688
50200803,21086718,2.825
50200803,21088157,0.042
50200803,21089254,0
50200803,21089517,0.036
50200803,21089518,0.035
50200803,21089519,0.033
50200803,21089520,0.027
50200803,21090079,0
50200803,21090470,71.804
50200803,21090471,31.776
50200803,21090472,53.444
50200803,21090473,15.388
50200803,21090474,42.514
50200803,21090476,5.748
50200803,21090908,0
50200803,21091031,0.141
50200803,21091166,0
50200803,21091167,0.014
50200803,21091172,0.416
50200803,21091173,0.394
50200803,21091174,0.5
50200803,21093199,0.031
50200803,21093200,0.049
50200803,21093201,2.63
50200803,21093202,1.023
50200803,21100804,0
50200803,21107050,0.201
50200803,21107051,0.429
50200803,21107052,0.23
50200803,21109061,0
50200803,21120503,1.231
50200803,21120504,0
50200803,21120505,2.031
50200803,21120506,1.842
50200803,21130336,0.088
50200803,21133489,0
50200803,21137485,0.019
50200803,21137486,0.295
50200803,21137487,0.252
50200803,21137488,0.019
50200803,21137489,0.372
50200803,21137516,1.446
50200803,21137517,0.138
50200803,21137520,0.042
50200803,21137524,16.997
50200803,21137525,6.984
50200803,21137551,0.348
50200803,21138026,0
50200803,21138046,0
50200803,21138295,0
50200803,21139140,2.5
50200803,21139147,1.558
50200803,21139390,0
50200803,21139391,0
50200803,21139392,0
50200803,21140939,5.111
50200803,21140940,2.346
50200803,21140941,3.351
50200803,21140942,1.588
50200803,21140981,0.16
50200803,21140982,0.217
50200803,21140983,0
50200803,21141194,0.015
50200803,21141195,0.25
50200803,21141196,0
50200803,21141198,0.146
50200803,21141199,0.215
50200803,21141220,0.224
50200803,21141222,0.188
50200803,21141223,0.117
50200803,21141273,0.211
50200803,21141274,0.215
50200803,21141503,0
50200803,21141504,0
50200803,21141613,0.135
50200803,21141615,0
50200803,21141616,0.167
50200803,21141617,0
50200803,21141724,0.167
50200803,21142852,0.042
50200803,21142854,0.038
50200803,21144773,1.053
50200803,21144885,0.076
50200803,21144886,0.032
50200803,21144887,0.011
50200803,21144888,0.055
50200803,21147158,0.133
50200803,21147159,0.006
50200803,21148025,0.5
50200803,21148364,11.178
50200803,21148469,0.014
50200803,21148864,0.24
50200803,21148865,0.201
50200803,21148866,0.189
50200803,21148868,94.803
50200803,21148869,61.431
50200803,21148870,63.052
50200803,21149032,0.038
50200803,21149033,0
50200803,21149034,0.028
50200803,21149222,0.038
50200803,21150292,0.03
50200803,21150627,0.014
50200803,21150707,0.108
50200803,21150840,0.021
50200803,21151979,1.783
50200803,21151980,17.156
50200803,60035801,0.026
50200803,60035821,0
50200803,60035831,0.047
50200803,61062931,0.317
50200803,62052076,0
50200803,62052220,0
50200803,62052226,0.658
50200803,62072034,0.305
50200803,63070400,0.971
50200803,63070500,0.908
50200803,63603405,0.118
50200803,63603407,0.094
50200803,63914556,0.714
50200803,63914557,0.366
50200803,63914558,0.991
50200803,63914559,0.806
50200803,63914561,2.125
50200803,63914562,0.931
50200803,64019106,0.176
50200803,64019107,0.103
50200803,64019108,0.154
50200803,64019110,0.107
50200803,64019111,0.099
50200803,64019112,0.069
50200803,64026026,1.122
50200803,64028157,0.182
50200803,64028158,0.122
50200803,64028163,0.1
50200803,64028164,0.057
50200803,64028165,0.047
50200803,65000809,0.072
50200803,65000810,0.024
50200803,65000836,0.321
50200803,65000837,0.455
50200803,65000838,0.209
50200803,65000839,0.32
50200803,65000840,0.31
50200803,65000841,0.324
50200803,65000843,0
50200803,65000844,0
50200803,65001729,0
50200803,65001730,0
50200803,65001896,0.206
50200803,65001908,0.07
50200803,65001975,0
50200803,65001983,0
50200803,65002107,0.614
50200803,65002108,0.479
50200803,65002110,0.1
50200803,65002111,0.107
50200803,65002160,0
50200803,65002163,0.007
50200803,65002181,0
50200803,65002267,0.372
50200803,65002272,0.034
50200803,65002308,0.632
50200803,65002309,0.15
50200803,65002310,0.044
50200803,65002372,0
50200803,65002374,0
50200803,65002375,0.007
50200803,65002405,0.519
50200803,65002562,0.267
50200803,65002674,0.254
50200803,65002754,0
50200803,65002839,4.04
50200803,65002840,5.734
50200803,65002841,8.412
50200803,65002843,0.236
50200803,65002844,0
50200803,65002845,0.139
50200803,65002847,0.1
50200803,65002848,0
50200803,65002849,0.344
50200803,65002851,0
50200803,65002852,0
50200803,65002853,0
50200803,65002855,0
50200803,65002856,0
50200803,65002857,0
50200803,65002859,0
50200803,65002860,0
50200803,65002861,0
50200803,65002863,0
50200803,65002864,0
50200803,65002865,0
50200803,65003011,0
50200803,65003012,0
50200803,65003013,0
50200803,65003025,0.036
50200803,65003185,0.218
50200803,65003211,0.588
50200803,65003245,0.089
50200803,65003261,0
50200803,65003262,0.06
50200803,65003263,0.114
50200803,65003264,0.028
50200803,65003265,0.639
50200803,65003266,0.043
50200803,65003267,0.044
50200803,65003268,0.083
50200803,65003269,0
50200803,65003272,0
50200803,65003273,0.007
50200803,65003274,0.011
50200803,65003275,0
50200803,65003276,0.04
50200803,65003277,0.286
50200803,65003278,0.067
50200803,65003279,0.003
50200803,65003280,0.023
50200803,65003281,0
50200803,65003282,0
50200803,65003286,0
50200803,65003314,0
50200803,65003316,0
50200803,65003317,0.016
50200803,65003319,0
50200803,65003321,0
50200803,65003322,0.49
50200803,65003331,0
50200803,65003332,0
50200803,65003333,0
50200803,65003334,0
50200803,65003335,0
50200803,65003349,0
50200803,65003376,0.114
50200803,65003451,1.457
50200803,65003452,0.508
50200803,65003465,0.149
50200803,65003469,0
50200803,65004174,0
50200803,65004308,1.032
50200803,65004310,0.559
50200803,65004313,0.284
50200803,65004314,0.87
50200803,65004319,0.502
50200803,65004320,0.372
50200803,65004321,0.403
50200803,65004322,0.885
50200803,65004323,0
50200803,65004329,0.511
50200803,65004330,0.186
50200803,65004331,0.515
50200803,65004332,0.264
50200803,65004333,0.356
50200803,65004335,0.234
50200803,65004337,0.276
50200803,65004338,0.178
50200803,65004355,0
50200803,65004356,0.867
50200803,65004359,0.58
50200803,65004361,0
50200803,65004439,0.173
50200803,65004451,0
50200803,65004452,0
50200803,65004466,0
50200803,65004467,0.095
50200803,65004468,0.072
50200803,65004470,0
50200803,65004471,0.99
50200803,65004472,0.444
50200803,65004473,0.51
50200803,65004474,0.504
50200803,65004475,1.254
50200803,65004476,0.388
50200803,65004477,0.636
50200803,65004479,1.18
50200803,65004486,0.379
50200803,65004500,0.239
50200803,65004501,0.283
50200803,65004502,0.12
50200803,65004504,0.081
50200803,65004505,0.169
50200803,65004506,0.155
50200803,65004507,0.1
50200803,65004508,0.204
50200803,65004509,0.234
50200803,65004510,0.504
50200803,65004511,0.065
50200803,65004512,0.031
50200803,65004513,0.135
50200803,65004514,0.081
50200803,65004554,0.243
50200803,65004555,1.264
50200803,65004556,0.273
50200803,65004557,0.321
50200803,65004558,0.907
50200803,65004559,1.387
50200803,65004562,0.142
50200803,65004578,2.228
50200803,65004585,0
50200803,65004594,0.365
50200803,65004615,0.475
50200803,65004621,0.141
50200803,65004623,2.175
50200803,65004624,1.34
50200803,65004662,1.954
50200803,65004663,0.049
50200803,65004664,0.562
50200803,65004665,0.549
50200803,65004666,0.288
50200803,65004667,0
50200803,65004668,0.944
50200803,65004669,0.317
50200803,65004670,0.226
50200803,65004671,0.398
50200803,65004672,0.269
50200803,65004675,8.457
50200803,65004679,0.946
50200803,65004680,0.601
50200803,65004681,0.357
50200803,65004685,0.906
50200803,65004686,0.523
50200803,65004687,0.327
50200803,65004688,0.527
50200803,65004689,3.444
50200803,65004725,0.995
50200803,65004726,0.789
50200803,65004736,1.576
50200803,65004737,1.454
50200803,65004745,0
50200803,65004749,0.698
50200803,65004750,1.369
50200803,65004751,0.811
50200803,65004752,1.635
50200803,65004772,0.057
50200803,65004773,0.063
50200803,65004789,0.535
50200803,65004792,0.507
50200803,65004793,0.617
50200803,65021260,0
50200803,65021267,0.055
50200803,65021270,0.014
50200803,65021296,0
50200803,65021297,0
50200803,65021298,0
50200803,65021299,0
50200803,65021300,0
50200803,65021305,0.619
50200803,65021306,0.6
50200803,65021307,0.833
50200803,65021311,0
50200803,65021312,0.009
50200803,65021325,0
50200803,65021326,0
50200803,65021336,0
50200803,65021342,0
50200803,65021352,0.018
50200803,65021353,0
50200803,65021386,0
50200803,65021387,0
50200803,65021403,0
50200803,65021404,0
50200803,65021405,0
50200803,65021715,0.098
50200803,65023254,0.044
50200803,65023255,0.011
50200803,65023361,0.107
50200803,65023362,0.06
50200803,65023426,0.096
50200803,65023427,0.048
50200803,65023595,0
50200803,65023596,0.146
50200803,65023692,0
50200803,65023698,0.004
50200803,65023699,0.007
50200803,65023700,0.03
50200803,65023701,0.058
50200803,65023703,0.054
50200803,65023704,0.021
50200803,65023714,0.075
50200803,65023715,0.059
50200803,65023716,0.032
50200803,65023901,0.047
50200803,65023953,0.001
50200803,65023956,0.005
50200803,65023957,0.012
50200803,65023963,0.016
50200803,65024646,0
50200803,65024649,0.177
50200803,65024650,0.193
50200803,65024652,0.07
50200803,65024653,0.016
50200803,65024655,0.118
50200803,65024656,0.173
50200803,65024657,0
50200803,65024660,0
50200803,65024661,0.5
50200803,65024679,0
50200803,65024693,0
50200803,65024699,0.008
50200803,65024709,0.045
50200803,65024745,0.042
50200803,65024746,0
50200803,65024750,0
50200803,65024751,0
50200803,65024752,0.019
50200803,65024758,0.086
50200803,65024759,0.058
50200803,65024762,0.048
50200803,65024763,0.009
50200803,65024764,0
50200803,65024766,0
50200803,65024767,0
50200803,65024768,0.167
50200803,65024806,0.337
50200803,65024810,0.333
50200803,65024815,0.55
50200803,65024819,0.106
50200803,65024820,0.124
50200803,65024822,0.109
50200803,65024842,0.008
50200803,65024848,0.077
50200803,65024851,0.03
50200803,65024857,0.884
50200803,65024865,0.942
50200803,65024866,0.847
50200803,65024871,0.132
50200803,65024873,0
50200803,65024875,0.131
50200803,65024878,0.424
50200803,65024889,4.788
50200803,65024890,3.063
50200803,65024891,3.013
50200803,65024903,4.054
50200803,65024908,0
50200803,65024909,0
50200803,65024923,0
50200803,65024924,0.003
50200803,65024926,0.479
50200803,65024944,6.029
50200803,65024948,0.118
50200803,65024964,0.036
50200803,65024965,0.021
50200803,65024966,0.041
50200803,65024967,0.175
50200803,65024968,0.023
50200803,65024969,0.138
50200803,65024970,0.067
50200803,65024971,0.234
50200803,65024973,0.117
50200803,65024974,0.049
50200803,65025005,0.035
50200803,65025006,0.11
50200803,65025007,0.167
50200803,65025008,0.123
50200803,65025009,0.221
50200803,65025010,0.04
50200803,65025107,0.961
50200803,65025108,0
50200803,65025118,1.968
50200803,65025121,0.478
50200803,65025124,0
50200803,65025125,0
50200803,65025220,1.282
50200803,65025221,0.028
50200803,65025224,0.239
50200803,65025225,0
50200803,65025256,0
50200803,65025343,0
50200803,65025463,0.322
50200803,65025464,0.047
50200803,65025465,0.041
50200803,65025524,0
50200803,65025525,0.005
50200803,65026075,0
50200803,65028821,8.851
50200803,65028888,0
50200803,65028889,0.052
50200803,65028890,0
50200803,65028891,0
50200803,65028892,0
50200803,65028985,1.605
50200803,65037070,0.628
50200803,65037071,0.405
50200803,65037072,0.087
50200803,65037073,0.319
50200803,65037074,0.259
50200803,65037075,0.063
50200803,65037076,0.626
50200803,65037077,0.406
50200803,65037078,0.07
50200803,65037079,0.169
50200803,65037080,0.147
50200803,65037081,0.034
50200803,65037085,0.209
50200803,65037086,0.109
50200803,65037087,0.037
50200803,65037088,0.776
50200803,65037089,0.539
50200803,65037090,0.079
50200803,65037091,0.184
50200803,65037092,0.143
50200803,65037093,0.037
50200803,65037094,0.204
50200803,65037095,0.17
50200803,65037096,0.039
50200803,65038231,0.167
50200803,65038236,0.091
50200803,65038237,0.068
50200803,65038238,0.043
50200803,65038253,0.379
50200803,65038255,0
50200803,65038256,0.038
50200803,65038265,0.25
50200803,65038266,0.323
50200803,65038267,0
50200803,65038269,0
50200803,65038270,0.085
50200803,65038272,4.73
50200803,65038273,3.999
50200803,65038292,0
50200803,65038295,0
50200803,65038296,0
50200803,65038297,0
50200803,65038298,0
50200803,65038299,0
50200803,65038300,0
50200803,65038303,0.504
50200803,65038304,0.597
50200803,65038305,0.342
50200803,65038306,0.121
50200803,65038307,0.328
50200803,65038308,1.149
50200803,65038309,1.215
50200803,65038310,0.943
50200803,65038311,0.972
50200803,65038327,0
50200803,65039316,0
50200803,65039317,0
50200803,65039336,0
50200803,65039338,0
50200803,65039339,0
50200803,65039341,0
50200803,65039756,0.145
50200803,65039757,0.026
50200803,65039759,0.205
50200803,65039761,0
50200803,65039762,0
50200803,65039763,0
50200803,65039764,0
50200803,65039793,0.042
50200803,65039794,0
50200803,65039795,0
50200803,65039796,0
50200803,65039797,0
50200803,65039802,0
50200803,65039807,0
50200803,65039819,0.017
50200803,66822608,0
50200803,68902181,0.348
50200803,68902182,0.202
50200803,68902183,0.059
50200803,68902184,0.1
50200803,68902185,0.074
50200803,68902186,0.036
50200803,68902187,0.106
50200803,68902188,0.028
50200803,68902189,0.023
50200803,68902190,0.309
50200803,68902191,0.097
50200803,68902192,0.026
15127576,20062044,0.049
15127576,20066580,0
15127576,20066609,0.138
15127576,20066610,0.078
15127576,20066612,0.25
15127576,20071248,0
15127576,20077806,0
15127576,20077807,0.945
15127576,20077810,0.161
15127576,20077811,0
15127576,20077812,0
15127576,20077813,0.045
15127576,20077814,0
15127576,20081774,3.053
15127576,20086769,2.164
15127576,20086770,0.013
15127576,20087940,1.379
15127576,20088413,1.638
15127576,20088438,0
15127576,20088440,0
15127576,20088635,0.016
15127576,20094074,1.274
15127576,20094079,3.628
15127576,20095108,0.003
15127576,20100128,0.014
15127576,20100130,0.026
15127576,20205116,0.24
15127576,20211354,0
15127576,20211355,0.101
15127576,20211359,0.024
15127576,20211364,0
15127576,20211370,0
15127576,20211389,0
15127576,20211391,0.167
15127576,20212469,0
15127576,20212470,0
15127576,20212472,0
15127576,20223465,0.061
15127576,20224880,2.177
15127576,20224883,2.969
15127576,20224886,0.06
15127576,20226137,1.914
15127576,20226139,2.286
15127576,20226140,20.219
15127576,20226474,0
15127576,20226476,0.003
15127576,20226477,0.167
15127576,20227912,4.262
15127576,20228066,1.99
15127576,20228246,8.83
15127576,20228247,7.906
15127576,20228248,1.618
15127576,20228249,2.5
15127576,20228253,2.429
15127576,20228255,8.79
15127576,20228256,3.453
15127576,20228257,7.882
15127576,20228578,3.763
15127576,20229762,0.181
15127576,20229781,0.735
15127576,20229784,0.19
15127576,20229789,0.014
15127576,20229790,0
15127576,20229792,0.415
15127576,20229807,1.875
15127576,20230438,5.577
15127576,20231333,0
15127576,20234478,0
15127576,20234480,0
15127576,20236585,2.985
15127576,20236586,1.8
15127576,20239738,0
15127576,20239739,21.621
15127576,20239740,0
15127576,20239741,0
15127576,20240484,0.651
15127576,20241701,2.5
15127576,20248031,0.119
15127576,20248033,0
15127576,20248034,1.828
15127576,20248036,0
15127576,20249673,2.531
15127576,20250394,0.958
15127576,20250408,0.389
15127576,20253706,0.004
15127576,20253707,0.734
15127576,20254000,0
15127576,20254003,0.446
15127576,20254004,0.134
15127576,20254006,0.494
15127576,20254008,1.222
15127576,20255426,0.121
15127576,20257714,0.115
15127576,20261111,3.49
15127576,20261112,3.018
15127576,20265588,0.428
15127576,20266523,0.121
15127576,20266525,0
