ship_to_code,child_sku_code,gsv
15176121,20294812,0.226
15176121,20294813,0.414
15176121,20294814,0.640
15176121,20294816,0.224
15176121,20295584,0.229
15176121,20296955,3.706
15176121,20303828,0.195
15176121,20303914,0.558
15176121,20304206,0.016
15176121,20304735,1.889
15176121,20304736,8.333
15176121,20304737,0.299
15176121,20304738,0.578
15176121,20304739,7.611
15176121,21000615,0.023
15176121,21000616,0.500
15176121,21000763,63.843
15176121,21000764,3.347
15176121,21000765,4.752
15176121,21000766,1.111
15176121,21000767,48.858
15176121,21000768,1.513
15176121,21000769,1.362
15176121,21000770,1.001
15176121,21000771,23.438
15176121,21000772,0.852
15176121,21000773,1.164
15176121,21000774,0.616
15176121,21000775,10.042
15176121,21000777,0.549
15176121,21000778,10.333
15176121,21000779,0.000
15176121,21000780,0.423
15176121,21000781,3.811
15176121,21001434,21.672
15176121,21001436,0.000
15176121,21001513,0.283
15176121,21001514,0.223
15176121,21001515,0.273
15176121,21001914,1.667
15176121,21001985,7.761
15176121,21002316,5.331
15176121,21002318,0.218
15176121,21002319,3.751
15176121,21002321,0.223
15176121,21002322,0.000
15176121,21002325,0.000
15176121,21002844,2.678
15176121,21002845,1.041
15176121,21002846,0.377
15176121,21002847,0.338
15176121,21003157,0.000
15176121,21008977,50.306
15176121,21008978,1.359
15176121,21008979,2.587
15176121,21008981,0.797
15176121,21008985,1.984
15176121,21008986,0.298
15176121,21009047,0.629
15176121,21009048,0.706
15176121,21009137,0.934
15176121,21009138,0.517
15176121,21009139,0.460
15176121,21010274,0.134
15176121,21010304,0.441
15176121,21010306,0.000
15176121,21010308,0.433
15176121,21012580,0.000
15176121,21012582,0.000
15176121,21013229,0.283
15176121,21013230,0.202
15176121,21013232,0.192
15176121,21013233,0.254
15176121,21013235,0.142
15176121,21013577,0.000
15176121,21013982,0.278
15176121,21013983,0.059
15176121,21013984,0.256
15176121,21013985,0.464
15176121,21013986,0.275
15176121,21013987,0.300
15176121,21013988,0.300
15176121,21013989,0.271
15176121,21015691,0.773
15176121,21015692,0.786
15176121,21016621,0.000
15176121,21016622,0.000
15176121,21017750,0.083
15176121,21017751,0.371
15176121,21018170,0.083
15176121,21018278,0.028
15176121,21018836,0.486
15176121,21018841,0.059
15176121,21018909,0.627
15176121,21018911,0.346
15176121,21018912,0.382
15176121,21019554,0.281
15176121,21019587,0.476
15176121,21019617,0.325
15176121,21021063,1.023
15176121,21021066,0.807
15176121,21021067,0.369
15176121,21021068,0.474
15176121,21021072,1.031
15176121,21021073,0.167
15176121,21021076,0.153
15176121,21021077,0.204
15176121,21021921,0.500
15176121,21024222,0.314
15176121,21024702,0.212
15176121,21025372,0.141
15176121,21025373,1.154
15176121,21025550,5.694
15176121,21025551,0.346
15176121,21025552,0.778
15176121,21025553,0.239
15176121,21026412,0.354
15176121,21027340,0.425
15176121,21027713,0.558
15176121,21029743,13.325
15176121,21029744,0.595
15176121,21029745,0.757
15176121,21029746,0.000
15176121,21029747,0.086
15176121,21029749,0.874
15176121,21029753,3.542
15176121,21029754,3.405
15176121,21029755,0.838
15176121,21030914,1.566
15176121,21030915,0.182
15176121,21031404,3.465
15176121,21031405,4.167
15176121,21031408,2.727
15176121,21031409,2.042
15176121,21031410,0.327
15176121,21036329,0.198
15176121,21036487,0.290
15176121,21037748,0.124
15176121,21038554,0.116
15176121,21038555,0.132
15176121,21038556,0.091
15176121,21038557,0.051
15176121,21038639,0.333
15176121,21039096,0.702
15176121,21039097,1.005
15176121,21039111,0.167
15176121,21039112,0.171
15176121,21039114,0.126
15176121,21039115,0.167
15176121,21039792,0.167
15176121,21039793,0.240
15176121,21040744,0.167
15176121,21045981,0.365
15176121,21050313,2.611
15176121,21050314,1.052
15176121,21050315,0.491
15176121,21050316,0.000
15176121,21051017,0.307
15176121,21051942,13.849
15176121,21051943,11.667
15176121,21051973,2.234
15176121,21051975,1.172
15176121,21051977,2.125
15176121,21051978,1.585
15176121,21051979,5.960
15176121,21051980,3.542
15176121,21051984,1.067
15176121,21051985,4.625
15176121,21051986,2.391
15176121,21051987,6.833
15176121,21051988,4.115
15176121,21051992,1.656
15176121,21052343,0.167
15176121,21052484,0.258
15176121,21052485,4.603
15176121,21053665,8.407
15176121,21054828,0.117
15176121,21054830,0.179
15176121,21055142,0.000
15176121,21056565,0.320
15176121,21056567,0.401
15176121,21057657,0.131
15176121,21058471,0.890
15176121,21059664,0.833
15176121,21060126,0.132
15176121,21060127,0.132
15176121,21061779,2.725
15176121,21061907,0.041
15176121,21061908,0.039
15176121,21061948,0.000
15176121,21063041,0.500
15176121,21063280,0.897
15176121,21063281,0.159
15176121,21063284,2.655
15176121,21063287,1.997
15176121,21064622,0.089
15176121,21064623,0.389
15176121,21064624,0.353
15176121,21066191,4.465
15176121,21066192,0.100
15176121,21066194,0.488
15176121,21066581,0.695
15176121,21066582,0.258
15176121,21066583,0.230
15176121,21066584,0.000
15176121,21066798,0.000
15176121,21067671,449.470
15176121,21067859,0.042
15176121,21067860,0.862
15176121,21067861,0.000
15176121,21067915,0.042
15176121,21067916,0.042
15176121,21067917,0.193
15176121,21069275,0.085
15176121,21069495,0.361
15176121,21071194,0.855
15176121,21071196,0.367
15176121,21073123,0.528
15176121,21075082,1.155
15176121,21075083,0.862
15176121,21077527,0.135
15176121,21077528,0.145
15176121,21079585,0.154
15176121,21079784,0.171
15176121,21080267,0.126
15176121,21082360,0.063
15176121,21082361,0.000
15176121,21082430,0.103
15176121,21082432,0.560
15176121,21082433,0.268
15176121,21082434,0.289
15176121,21082436,1.152
15176121,21082437,1.131
15176121,21084505,0.167
15176121,21084506,0.000
15176121,21085027,0.167
15176121,21085028,0.000
15176121,21085029,0.167
15176121,21085250,0.104
15176121,21086158,0.029
15176121,21086713,8.380
15176121,21086714,15.934
15176121,21086715,4.802
15176121,21086717,54.396
15176121,21086718,6.906
15176121,21088553,0.000
15176121,21088558,0.000
15176121,21089014,0.126
15176121,21089254,0.187
15176121,21089517,0.588
15176121,21089518,0.186
15176121,21089519,0.366
15176121,21089520,0.194
15176121,21090470,83.355
15176121,21090471,7.917
15176121,21090472,38.624
15176121,21090473,19.522
15176121,21090474,18.056
15176121,21090476,9.958
15176121,21090787,4.333
15176121,21090907,0.333
15176121,21090908,0.000
15176121,21090910,0.000
15176121,21091172,0.762
15176121,21091173,0.000
15176121,21091174,0.163
15176121,21093199,0.300
15176121,21093200,0.274
15176121,21093201,2.291
15176121,21093202,1.581
15176121,21094394,0.333
15176121,21094395,0.333
15176121,21107050,0.501
15176121,21107051,0.312
15176121,21107052,0.067
15176121,21109061,0.126
15176121,21114351,1.167
15176121,21117241,1.167
15176121,21120503,1.338
15176121,21120504,5.920
15176121,21120505,3.654
15176121,21120506,4.264
15176121,21130330,0.000
15176121,21130336,0.136
15176121,21133489,0.229
15176121,21137485,0.688
15176121,21137486,0.784
15176121,21137487,0.359
15176121,21137488,0.414
15176121,21137489,1.850
15176121,21137516,0.250
15176121,21137520,0.204
15176121,21137524,16.677
15176121,21137525,13.207
15176121,21137551,0.394
15176121,21138026,0.134
15176121,21138292,0.276
15176121,21138295,0.242
15176121,21139140,0.641
15176121,21139147,0.125
15176121,21139205,0.667
15176121,21140939,14.293
15176121,21140940,7.096
15176121,21140941,10.085
15176121,21140942,3.258
15176121,21140943,17.838
15176121,21140981,0.696
15176121,21140982,0.875
15176121,21140983,0.303
15176121,21141194,1.667
15176121,21141195,0.758
15176121,21141197,0.000
15176121,21141198,0.597
15176121,21141199,0.347
15176121,21141220,0.135
15176121,21141222,0.810
15176121,21141223,0.132
15176121,21141273,0.271
15176121,21141274,0.107
15176121,21141611,0.167
15176121,21141613,0.000
15176121,21141615,0.126
15176121,21141616,0.000
15176121,21142852,0.167
15176121,21142853,0.157
15176121,21142854,0.108
15176121,21142855,0.146
15176121,21144773,0.333
15176121,21144885,0.188
15176121,21144886,0.134
15176121,21144887,0.092
15176121,21144888,0.097
15176121,21146836,1.241
15176121,21146837,2.319
15176121,21146838,2.222
15176121,21146851,3.167
15176121,21147158,0.000
15176121,21148264,0.348
15176121,21148364,24.931
15176121,21148470,0.333
15176121,21148497,0.667
15176121,21148864,1.333
15176121,21148865,0.000
15176121,21148866,0.000
15176121,21148868,150.344
15176121,21148869,132.644
15176121,21148870,93.699
15176121,21149004,0.361
15176121,21149031,0.598
15176121,21149032,0.667
15176121,21149033,0.137
15176121,21149034,0.132
15176121,21149222,0.333
15176121,21150292,0.042
15176121,21150296,2.027
15176121,21150297,1.558
15176121,21150298,0.431
15176121,21150604,0.434
15176121,21150612,0.203
15176121,21150613,0.463
15176121,21150627,0.000
15176121,21150707,0.167
15176121,21150840,0.500
15176121,21151101,11.875
15176121,21151219,9.625
15176121,21151220,1.370
15176121,21151254,0.360
15176121,21151255,0.413
15176121,21151381,0.389
15176121,21151979,0.916
15176121,21151980,4.208
15176121,21152871,0.196
15176121,21152918,0.667
15176121,21153749,0.500
15176121,21153935,0.125
15176121,21153937,0.112
15176121,21153943,0.120
15176121,21155097,0.111
15176121,21155546,0.205
15176121,21181976,1.500
15176121,21181977,1.333
15176121,21182538,0.500
15176121,21182943,0.178
15176121,21182944,0.282
15176121,21182945,0.422
15176121,21183875,1.149
15176121,21183876,1.436
15176121,21183877,2.343
15176121,21183878,1.512
15176121,21183879,1.767
15176121,21184035,1.704
15176121,21184036,1.478
15176121,21184363,0.147
15176121,61062931,0.707
15176121,62050160,0.000
15176121,62052226,3.889
15176121,62072034,2.578
15176121,63070400,1.667
15176121,63070500,1.458
15176121,63603405,0.385
15176121,63603407,0.395
15176121,63914556,0.510
15176121,63914557,1.000
15176121,63914558,1.875
15176121,63914559,2.083
15176121,63914561,1.328
15176121,63914562,1.858
15176121,64019106,0.546
15176121,64019107,0.354
15176121,64019108,0.193
15176121,64019110,0.171
15176121,64019111,0.213
15176121,64019112,0.158
15176121,64026026,4.129
15176121,64028157,0.281
15176121,64028158,0.300
15176121,64028163,0.469
15176121,64028164,0.605
15176121,64028165,0.712
15176121,65000836,0.596
15176121,65000837,0.231
15176121,65000838,0.704
15176121,65000839,0.673
15176121,65000840,0.875
15176121,65000841,0.944
15176121,65001896,0.448
15176121,65001908,0.465
15176121,65002107,1.375
15176121,65002108,1.143
15176121,65002110,0.365
15176121,65002111,0.315
15176121,65002267,1.115
15176121,65002272,0.273
15176121,65002308,0.895
15176121,65002309,0.287
15176121,65002310,0.262
15176121,65002372,0.000
15176121,65002374,0.184
15176121,65002375,0.000
15176121,65002405,1.116
15176121,65002562,1.057
15176121,65002594,0.000
15176121,65002674,0.466
15176121,65002839,10.035
15176121,65002840,19.903
15176121,65002841,22.518
15176121,65002843,0.586
15176121,65002845,1.026
15176121,65002847,0.868
15176121,65002849,1.546
15176121,65002851,0.399
15176121,65002853,0.398
15176121,65003185,0.297
15176121,65003211,1.112
15176121,65003245,0.492
15176121,65003272,0.768
15176121,65003274,0.000
15176121,65003277,0.180
15176121,65003279,0.000
15176121,65003286,0.000
15176121,65003334,0.167
15176121,65003376,0.462
15176121,65003465,0.365
15176121,65004308,2.708
15176121,65004310,2.875
15176121,65004313,1.761
15176121,65004314,0.242
15176121,65004319,1.500
15176121,65004320,2.333
15176121,65004321,3.792
15176121,65004322,1.500
15176121,65004329,1.208
15176121,65004330,0.938
15176121,65004331,1.553
15176121,65004332,1.263
15176121,65004333,1.065
15176121,65004335,1.125
15176121,65004337,1.125
15176121,65004338,0.655
15176121,65004356,0.292
15176121,65004359,0.208
15176121,65004439,1.708
15176121,65004467,0.375
15176121,65004468,0.369
15176121,65004471,2.792
15176121,65004472,0.977
15176121,65004473,2.059
15176121,65004474,2.110
15176121,65004475,2.458
15176121,65004476,1.570
15176121,65004477,2.520
15176121,65004479,3.833
15176121,65004486,3.111
15176121,65004488,0.000
15176121,65004500,0.743
15176121,65004501,1.625
15176121,65004502,1.889
15176121,65004504,0.363
15176121,65004505,0.691
15176121,65004506,0.330
15176121,65004507,0.693
15176121,65004508,0.515
15176121,65004509,1.250
15176121,65004510,2.056
15176121,65004511,0.225
15176121,65004512,0.000
15176121,65004513,1.208
15176121,65004514,0.298
15176121,65004554,1.647
15176121,65004555,4.625
15176121,65004556,2.142
15176121,65004557,1.567
15176121,65004558,3.388
15176121,65004559,5.625
15176121,65004562,2.621
15176121,65004578,4.155
15176121,65004585,0.263
15176121,65004594,1.020
15176121,65004615,3.056
15176121,65004621,0.301
15176121,65004623,13.083
15176121,65004624,3.500
15176121,65004662,9.792
15176121,65004664,1.370
15176121,65004665,2.969
15176121,65004666,0.869
15176121,65004668,4.542
15176121,65004669,0.749
15176121,65004670,1.125
15176121,65004671,1.680
15176121,65004672,0.820
15176121,65004675,0.806
15176121,65004679,5.738
15176121,65004680,2.322
15176121,65004681,1.593
15176121,65004685,4.167
15176121,65004686,2.403
15176121,65004687,2.101
15176121,65004688,1.744
15176121,65004689,1.467
15176121,65004725,2.419
15176121,65004726,2.250
15176121,65004736,3.166
15176121,65004737,3.085
15176121,65004749,2.833
15176121,65004750,6.056
15176121,65004751,2.500
15176121,65004752,5.333
15176121,65004772,0.822
15176121,65004773,0.294
15176121,65004789,2.375
15176121,65004792,1.354
15176121,65004793,1.818
15176121,65021267,0.441
15176121,65021305,0.145
15176121,65021306,0.000
15176121,65021311,0.000
15176121,65021312,0.081
15176121,65021336,0.302
15176121,65021352,0.413
15176121,65021353,2.622
15176121,65021715,0.666
15176121,65023295,0.000
15176121,65023302,0.000
15176121,65023361,0.156
15176121,65023362,0.125
15176121,65023426,0.344
15176121,65023427,0.284
15176121,65023585,0.000
15176121,65023596,0.942
15176121,65023698,0.034
15176121,65023700,0.118
15176121,65023703,0.166
15176121,65023714,0.000
15176121,65023715,0.116
15176121,65023716,0.240
15176121,65023901,0.263
15176121,65023953,0.002
15176121,65023956,0.032
15176121,65023957,0.025
15176121,65023963,0.050
15176121,65024648,0.000
15176121,65024649,0.975
15176121,65024650,0.569
15176121,65024653,0.000
15176121,65024656,0.650
15176121,65024679,0.000
15176121,65024682,0.000
15176121,65024699,0.000
15176121,65024709,0.339
15176121,65024745,0.281
15176121,65024750,0.000
15176121,65024758,0.196
15176121,65024759,0.179
15176121,65024762,0.136
15176121,65024763,0.144
15176121,65024806,0.861
15176121,65024810,0.654
15176121,65024815,0.618
15176121,65024819,0.361
15176121,65024820,0.168
15176121,65024822,0.282
15176121,65024848,0.137
15176121,65024851,0.088
15176121,65024857,2.688
15176121,65024865,1.580
15176121,65024866,1.749
15176121,65024871,0.605
15176121,65024873,0.196
15176121,65024875,0.309
15176121,65024878,1.391
15176121,65024889,8.538
15176121,65024890,2.921
15176121,65024891,4.054
15176121,65024903,4.213
15176121,65024924,0.000
15176121,65024926,1.160
15176121,65024948,0.000
15176121,65024964,0.175
15176121,65024966,0.296
15176121,65024968,0.208
15176121,65024969,0.453
15176121,65024970,0.277
15176121,65024971,0.835
15176121,65024973,0.312
15176121,65025005,0.000
15176121,65025006,1.005
15176121,65025008,0.390
15176121,65025009,0.823
15176121,65025010,0.245
15176121,65025107,1.598
15176121,65025118,3.877
15176121,65025119,0.000
15176121,65025121,2.056
15176121,65025124,0.000
15176121,65025125,0.000
15176121,65025220,1.001
15176121,65025221,0.000
15176121,65025224,0.646
15176121,65025247,0.000
15176121,65025383,0.000
15176121,65025463,1.032
15176121,65025464,0.651
15176121,65025465,0.364
15176121,65025525,0.026
15176121,65028821,5.347
15176121,65037070,1.211
15176121,65037071,0.841
15176121,65037072,0.518
15176121,65037073,0.626
15176121,65037074,0.411
15176121,65037075,0.224
15176121,65037076,0.909
15176121,65037077,0.533
15176121,65037078,0.222
15176121,65037079,0.363
15176121,65037080,0.360
15176121,65037081,0.169
15176121,65037085,0.199
15176121,65037086,0.235
15176121,65037087,0.152
15176121,65037088,1.176
15176121,65037089,1.116
15176121,65037090,0.565
15176121,65037091,0.098
15176121,65037092,0.088
15176121,65037094,0.271
15176121,65037095,0.248
15176121,65037096,0.190
15176121,65038236,0.771
15176121,65038237,0.167
15176121,65038238,0.699
15176121,65038265,0.515
15176121,65038266,0.453
15176121,65038270,0.522
15176121,65038272,6.606
15176121,65038273,6.853
15176121,65038303,2.875
15176121,65038304,1.109
15176121,65038305,0.614
15176121,65038306,0.361
15176121,65038307,0.137
15176121,65038308,2.792
15176121,65038309,2.542
15176121,65038310,0.703
15176121,65038311,0.319
15176121,65039756,0.399
15176121,65039759,0.542
15176121,65039794,0.069
15176121,65039819,0.073
15176121,66816457,0.000
15176121,68902181,0.289
15176121,68902182,0.251
15176121,68902183,0.299
15176121,68902184,0.248
15176121,68902185,0.157
15176121,68902186,0.136
15176121,68902187,0.225
15176121,68902188,0.174
15176121,68902189,0.227
15176121,68902190,0.300
15176121,68902191,0.320
15176121,68902192,0.000
15178286,20046526,0.000
15178286,20046527,0.000
15178286,20046534,0.000
15178286,20066610,0.000
15178286,20068882,0.000
15178286,20069039,0.000
15178286,20069813,0.000
15178286,20077806,0.009
15178286,20077811,0.028
15178286,20077812,0.009
15178286,20081774,1.115
15178286,20086769,0.642
15178286,20087940,0.133
15178286,20088054,0.001
15178286,20088413,0.149
15178286,20093607,0.000
15178286,20094074,0.132
15178286,20094079,0.075
15178286,20095108,0.000
15178286,20095115,0.006
15178286,20096235,0.000
15178286,20097679,0.000
15178286,20100130,0.021
15178286,20100775,0.000
15178286,20100777,0.000
15178286,20100778,0.000
15178286,20203828,0.000
15178286,20205116,0.270
15178286,20211390,0.000
15178286,20212418,0.000
15178286,20212420,0.000
15178286,20212422,0.000
15178286,20212423,0.000
15178286,20212425,0.000
15178286,20212426,0.000
15178286,20212427,0.000
15178286,20212428,0.000
15178286,20224880,0.190
15178286,20224883,0.623
15178286,20224886,0.000
15178286,20224896,0.000
15178286,20224900,0.000
15178286,20226131,0.003
15178286,20226137,0.196
15178286,20226139,0.279
15178286,20226140,2.583
15178286,20226466,0.000
15178286,20227912,0.138
15178286,20228066,0.064
15178286,20228246,3.490
15178286,20228247,1.919
15178286,20228248,0.436
15178286,20228249,0.843
15178286,20228253,0.456
15178286,20228255,0.571
15178286,20228256,1.054
15178286,20228257,1.215
15178286,20228578,0.187
15178286,20229762,0.000
15178286,20229781,0.167
15178286,20229784,0.000
15178286,20229792,0.098
15178286,20229807,0.374
15178286,20230438,2.200
15178286,20236585,0.398
15178286,20236586,0.159
15178286,20240484,0.032
15178286,20241701,0.283
15178286,20248029,0.000
15178286,20248030,0.000
15178286,20248031,0.410
15178286,20248033,0.000
15178286,20248034,1.258
15178286,20248036,0.000
15178286,20249673,0.137
15178286,20250394,0.089
15178286,20250408,0.000
15178286,20253707,0.141
15178286,20254003,0.333
15178286,20254006,0.333
15178286,20254008,0.220
15178286,20255426,0.037
15178286,20257714,0.028
15178286,20261111,0.216
15178286,20261112,0.460
15178286,20265588,0.167
15178286,20266523,0.000
15178286,20266933,0.000
15178286,20266938,0.014
15178286,20266943,0.017
15178286,20266945,0.167
15178286,20267072,0.333
15178286,20267422,0.045
15178286,20267423,0.014
15178286,20267425,0.042
15178286,20269318,0.022
15178286,20269498,0.105
15178286,20269560,0.037
15178286,20269561,0.000
15178286,20269563,0.000
15178286,20269588,0.012
15178286,20270154,0.117
15178286,20270159,0.256
15178286,20270160,0.208
15178286,20270164,0.075
15178286,20270171,0.437
15178286,20270172,0.256
15178286,20270174,0.024
15178286,20270187,0.343
15178286,20270194,0.037
15178286,20270198,0.000
15178286,20270204,0.000
15178286,20270207,0.115
15178286,20270209,0.105
15178286,20270210,0.035
15178286,20270242,0.012
15178286,20270243,0.106
15178286,20270504,0.083
15178286,20271012,0.073
15178286,20271014,0.032
15178286,20271015,0.026
15178286,20271016,0.009
15178286,20271020,0.079
15178286,20271022,0.029
15178286,20271023,0.167
15178286,20271024,0.047
15178286,20271981,0.690
15178286,20272347,0.581
15178286,20272802,0.007
15178286,20274009,0.333
15178286,20274406,0.774
15178286,20274407,0.000
15178286,20274408,0.061
15178286,20274414,0.632
15178286,20274594,0.032
15178286,20274597,0.510
15178286,20274601,0.000
15178286,20274605,0.014
15178286,20274959,0.037
15178286,20275028,0.178
15178286,20275678,0.599
15178286,20276346,0.000
15178286,20276982,0.005
15178286,20276983,0.289
15178286,20276987,0.364
15178286,20276990,0.182
15178286,20276991,0.113
15178286,20277170,0.000
15178286,20277200,0.167
15178286,20277272,0.000
15178286,20277317,0.257
15178286,20277327,0.131
15178286,20277330,0.143
15178286,20277374,0.143
15178286,20277382,0.026
15178286,20277839,0.944
15178286,20277848,0.832
15178286,20277851,0.424
15178286,20277852,0.484
15178286,20277895,0.000
15178286,20277999,0.065
15178286,20278018,0.000
15178286,20279003,1.360
15178286,20279004,0.976
15178286,20279005,0.631
15178286,20283270,0.000
15178286,20284002,0.018
15178286,20284538,0.000
15178286,20284539,0.425
15178286,20284832,0.491
15178286,20284833,0.281
15178286,20286759,0.000
15178286,20287624,0.009
15178286,20287632,0.000
15178286,20288232,0.255
15178286,20289827,0.009
15178286,20291629,0.013
15178286,20291630,0.474
15178286,20291631,0.014
15178286,20291633,0.000
15178286,20291636,1.172
15178286,20292808,0.332
15178286,20292809,0.432
15178286,20292810,0.060
15178286,20292811,0.390
15178286,20292812,0.363
15178286,20292813,0.068
15178286,20292814,0.331
15178286,20292815,0.348
15178286,20292816,0.074
15178286,20292817,0.142
15178286,20292818,0.065
15178286,20292819,0.040
15178286,20293277,0.207
15178286,20293278,0.347
15178286,20293279,0.197
15178286,20293280,0.431
15178286,20293281,0.014
15178286,20293282,0.190
15178286,20293283,0.268
15178286,20293284,0.007
15178286,20293285,0.008
15178286,20293286,0.200
15178286,20293287,0.938
15178286,20293288,0.004
15178286,20293289,0.037
15178286,20293290,0.024
15178286,20293291,0.270
15178286,20294787,0.010
15178286,20294810,0.056
15178286,20294812,0.082
15178286,20294813,0.049
15178286,20294814,0.464
15178286,20294816,0.089
15178286,20295584,0.128
15178286,20296955,4.640
15178286,20303828,0.002
15178286,20303914,0.132
15178286,20304735,0.565
15178286,20304736,2.846
15178286,20304737,0.069
15178286,20304738,0.090
15178286,20304739,2.644
15178286,21000615,0.059
15178286,21000616,0.189
15178286,21000763,51.677
15178286,21000764,0.981
15178286,21000765,2.103
15178286,21000766,0.734
15178286,21000767,49.217
15178286,21000768,0.772
15178286,21000769,1.294
15178286,21000770,0.422
15178286,21000771,21.756
15178286,21000772,0.503
15178286,21000773,0.611
15178286,21000774,0.269
15178286,21000775,9.207
15178286,21000776,0.004
15178286,21000777,0.573
15178286,21000778,7.454
15178286,21000779,0.027
15178286,21000780,0.314
15178286,21000781,3.952
15178286,21000782,0.667
15178286,21001434,8.403
15178286,21001513,0.143
15178286,21001514,0.047
15178286,21001515,0.069
15178286,21001914,0.668
15178286,21001985,3.782
15178286,21002316,3.006
15178286,21002318,0.155
15178286,21002319,2.782
15178286,21002321,0.190
15178286,21002322,0.451
15178286,21002324,0.500
15178286,21002325,0.132
15178286,21002327,0.167
15178286,21002844,1.957
15178286,21002845,0.397
15178286,21002846,0.108
15178286,21002847,0.073
15178286,21003659,0.006
15178286,21003660,0.014
15178286,21005250,0.146
15178286,21005657,0.115
15178286,21008977,38.738
15178286,21008978,1.603
15178286,21008979,0.945
15178286,21008980,0.120
15178286,21008981,0.073
15178286,21008982,0.061
15178286,21008983,0.036
15178286,21008984,0.194
15178286,21008985,0.361
15178286,21008986,0.062
15178286,21009047,0.430
15178286,21009048,0.526
15178286,21009052,0.017
15178286,21009137,0.538
15178286,21009138,0.242
15178286,21009139,0.196
15178286,21010304,0.160
15178286,21010306,0.333
15178286,21010308,0.174
15178286,21013229,0.153
15178286,21013230,0.117
15178286,21013232,0.017
15178286,21013233,0.038
15178286,21013235,0.047
15178286,21013982,0.129
15178286,21013983,0.134
15178286,21013984,0.169
15178286,21013985,0.126
15178286,21013986,0.167
15178286,21013987,0.082
15178286,21013988,0.034
15178286,21013989,0.126
15178286,21015691,0.451
15178286,21015692,0.566
15178286,21016623,0.003
15178286,21016701,0.007
15178286,21017350,0.000
15178286,21017750,0.021
15178286,21017751,0.145
15178286,21018169,0.056
15178286,21018278,0.333
15178286,21018836,0.322
15178286,21018841,0.008
15178286,21018909,0.111
15178286,21018911,0.063
15178286,21018912,0.043
15178286,21019554,0.181
15178286,21019587,0.397
15178286,21019596,0.005
15178286,21019597,0.000
15178286,21019617,0.178
15178286,21021063,0.723
15178286,21021066,0.596
15178286,21021067,0.153
15178286,21021068,0.167
15178286,21021072,0.083
15178286,21021073,0.386
15178286,21021076,0.116
15178286,21021077,0.128
15178286,21021920,0.008
15178286,21022604,0.097
15178286,21023808,0.007
15178286,21023809,0.015
15178286,21024222,0.432
15178286,21024702,0.135
15178286,21025372,0.112
15178286,21025373,0.365
15178286,21025550,4.200
15178286,21025551,0.350
15178286,21025552,0.399
15178286,21025553,0.089
15178286,21026412,0.317
15178286,21027340,0.000
15178286,21027711,0.028
15178286,21027713,0.000
15178286,21029743,10.040
15178286,21029744,0.320
15178286,21029745,0.329
15178286,21029746,0.546
15178286,21029747,0.044
15178286,21029749,0.764
15178286,21029753,1.357
15178286,21029754,0.806
15178286,21029755,0.740
15178286,21030914,1.716
15178286,21030915,0.441
15178286,21031404,0.583
15178286,21031405,1.407
15178286,21031408,0.185
15178286,21031409,0.510
15178286,21031410,0.036
15178286,21036329,0.030
15178286,21036487,0.274
15178286,21037748,0.000
15178286,21037876,0.000
15178286,21038554,0.167
15178286,21038555,0.167
15178286,21038556,0.229
15178286,21038557,0.167
15178286,21038639,0.183
15178286,21039096,0.542
15178286,21039097,0.321
15178286,21039098,0.120
15178286,21039112,0.167
15178286,21039115,0.167
15178286,21039371,0.028
15178286,21039792,0.167
15178286,21039793,0.167
15178286,21040658,0.042
15178286,21040741,0.333
15178286,21045981,0.018
15178286,21048736,0.000
15178286,21050313,2.679
15178286,21050314,0.521
15178286,21050315,0.206
15178286,21050316,0.005
15178286,21051017,0.000
15178286,21051018,0.002
15178286,21051942,7.733
15178286,21051943,5.875
15178286,21051973,1.658
15178286,21051975,1.288
15178286,21051977,2.297
15178286,21051978,0.662
15178286,21051979,3.646
15178286,21051980,2.340
15178286,21051981,0.025
15178286,21051982,0.024
15178286,21051984,0.544
15178286,21051985,1.768
15178286,21051986,0.906
15178286,21051987,2.361
15178286,21051988,1.983
15178286,21051990,0.016
15178286,21051992,0.945
15178286,21052347,0.063
15178286,21052484,2.581
15178286,21052485,4.174
15178286,21053665,4.264
15178286,21054828,0.130
15178286,21054830,0.167
15178286,21055140,0.000
15178286,21055141,0.000
15178286,21055643,0.014
15178286,21055644,0.012
15178286,21056565,0.104
15178286,21056567,0.033
15178286,21057657,0.082
15178286,21057935,0.142
15178286,21058431,0.000
15178286,21058471,0.000
15178286,21059664,0.571
15178286,21060126,0.007
15178286,21060641,0.082
15178286,21061779,1.774
15178286,21061907,0.215
15178286,21061908,0.301
15178286,21061948,0.445
15178286,21063037,0.017
15178286,21063041,0.257
15178286,21063280,0.604
15178286,21063281,0.984
15178286,21063284,6.246
15178286,21063287,2.302
15178286,21064622,0.145
15178286,21064623,0.122
15178286,21064624,0.205
15178286,21066191,5.231
15178286,21066192,0.056
15178286,21066194,0.360
15178286,21067667,0.000
15178286,21067671,398.900
15178286,21067859,0.000
15178286,21067860,0.000
15178286,21067861,0.257
15178286,21067915,0.000
15178286,21067916,0.000
15178286,21067917,0.000
15178286,21069275,0.098
15178286,21069495,0.167
15178286,21071194,0.412
15178286,21071196,0.184
15178286,21073123,0.672
15178286,21075082,0.310
15178286,21075083,0.321
15178286,21077527,0.105
15178286,21077528,0.033
15178286,21078366,0.005
15178286,21079585,0.006
15178286,21079784,0.100
15178286,21080267,0.000
15178286,21080744,0.000
15178286,21082360,0.044
15178286,21082361,1.285
15178286,21082430,0.117
