area_code,customer_code,child_sku_code,gsv,,,,,,,,,,
E41592,E50879,65024757,-475.2,,,,,,,,,,
E41592,E50879,21150627,317828.16,,,,,,,,,,
E41592,E50879,21026412,1310362.22,,,,,,,,,,
E41592,E50879,21018169,558505.6,,,,,,,,,,
E41592,E50879,21018170,364386.04,,,,,,,,,,
E41592,E50879,21038550,470193.77,,,,,,,,,,
E41592,E50879,21039110,893945.99,,,,,,,,,,
E41592,E50879,21039111,530604.9,,,,,,,,,,
E41592,E50879,21039792,13485,,,,,,,,,,
E41592,E50879,21054827,1073514.88,,,,,,,,,,
E41592,E50879,21018171,514034.31,,,,,,,,,,
E41592,E50879,21018172,738418.01,,,,,,,,,,
E41592,E50879,21039113,1171908.6,,,,,,,,,,
E41592,E50879,21039114,139025.85,,,,,,,,,,
E41592,E50879,21039115,126416.78,,,,,,,,,,
E41592,E50879,21041422,454369.55,,,,,,,,,,
E41592,E50879,21054829,1219241.03,,,,,,,,,,
E41592,E50879,20277838,5037411.72,,,,,,,,,,
E41592,E50879,21019433,3895327,,,,,,,,,,
E41592,E50879,20278034,2044020.32,,,,,,,,,,
E41592,E50879,21012580,9520367.66,,,,,,,,,,
E41592,E50879,21019432,3417985.43,,,,,,,,,,
E41592,E50879,21137524,1116574.06,,,,,,,,,,
E41592,E50879,20277836,2881869.18,,,,,,,,,,
E41592,E50879,21137551,2996460,,,,,,,,,,
E41592,E50879,21137489,1613948.26,,,,,,,,,,
E41592,E50879,21139147,1612500,,,,,,,,,,
E41592,E50879,62050146,-24322.9,,,,,,,,,,
E41592,E50879,62050145,-44551.9,,,,,,,,,,
E41592,E50879,20088420,-2146.16,,,,,,,,,,
E41592,E50879,65024857,3387396.8,,,,,,,,,,
E41592,E50879,20302757,-1778.48,,,,,,,,,,
E41592,E50879,65038308,6460731.69,,,,,,,,,,
E41592,E50879,65038272,4000043.24,,,,,,,,,,
E41592,E50879,65024889,2926323.88,,,,,,,,,,
E41592,E50879,21061779,8756937.58,,,,,,,,,,
E41592,E50879,65003451,3515285.19,,,,,,,,,,
E41592,E50879,65002542,-2362.33,,,,,,,,,,
E41592,E50879,20229790,494080.54,,,,,,,,,,
E41592,E50879,20100107,-97183.5,,,,,,,,,,
E41592,E50879,20100109,-811.27,,,,,,,,,,
E41592,E50879,20229792,2299416.13,,,,,,,,,,
E41592,E50879,21079585,1042258.69,,,,,,,,,,
E41592,E50879,21010304,6224659.11,,,,,,,,,,
E41592,E50879,20234480,-5966.73,,,,,,,,,,
E41592,E50879,21063286,342496.71,,,,,,,,,,
E41592,E50879,21093200,393120,,,,,,,,,,
E41592,E50879,62050125,-4098.27,,,,,,,,,,
