area_code,customer_code,child_sku_code,coc_03_code,gsv
E41583,E50835,21000615,C00183,13.000
E41583,E50835,21000615,C00185,1.250
E41583,E50835,21000615,C00186,3.917
E41583,E50835,21000615,C00187,3.000
E41583,E50835,21000615,C00188,4.000
E41583,E50835,21000615,C00191,1.000
E41583,E50835,21000615,C00196,0.750
E41583,E50835,21000616,C00183,17.000
E41583,E50835,21000616,C00186,4.000
E41583,E50835,21000616,C00199,0.167
E41583,E50835,21000763,C00182,2999.333
E41583,E50835,21000763,C00183,5563.889
E41583,E50835,21000763,C00185,925.694
E41583,E50835,21000763,C00186,2895.688
E41583,E50835,21000763,C00187,3768.208
E41583,E50835,21000763,C00188,3768.417
E41583,E50835,21000763,C00189,5.875
E41583,E50835,21000763,C00191,356.264
E41583,E50835,21000763,C00193,250.083
E41583,E50835,21000763,C00195,11.792
E41583,E50835,21000763,C00196,309.045
E41583,E50835,21000763,C00199,79.663
E41583,E50835,21000763,C00200,81.358
E41583,E50835,21000763,C00204,2517.896
E41583,E50835,21000765,C00182,78.333
E41583,E50835,21000765,C00183,320.208
E41583,E50835,21000765,C00185,20.417
E41583,E50835,21000765,C00186,47.875
E41583,E50835,21000765,C00187,8.417
E41583,E50835,21000765,C00188,3.125
E41583,E50835,21000765,C00189,0.208
E41583,E50835,21000765,C00191,37.250
E41583,E50835,21000765,C00195,0.250
E41583,E50835,21000765,C00196,0.375
E41583,E50835,21000765,C00199,3.083
E41583,E50835,21000765,C00204,1.000
E41583,E50835,21000767,C00182,1960.208
E41583,E50835,21000767,C00183,4033.625
E41583,E50835,21000767,C00185,749.413
E41583,E50835,21000767,C00186,2141.372
E41583,E50835,21000767,C00187,2645.785
E41583,E50835,21000767,C00188,2882.125
E41583,E50835,21000767,C00189,4.250
E41583,E50835,21000767,C00191,244.191
E41583,E50835,21000767,C00193,200.292
E41583,E50835,21000767,C00195,4.917
E41583,E50835,21000767,C00196,247.483
E41583,E50835,21000767,C00199,73.628
E41583,E50835,21000767,C00200,74.188
E41583,E50835,21000767,C00204,1866.028
E41583,E50835,21000769,C00182,55.417
E41583,E50835,21000769,C00183,176.708
E41583,E50835,21000769,C00185,16.542
E41583,E50835,21000769,C00186,31.208
E41583,E50835,21000769,C00187,7.417
E41583,E50835,21000769,C00188,1.417
E41583,E50835,21000769,C00189,0.125
E41583,E50835,21000769,C00191,20.542
E41583,E50835,21000769,C00195,0.125
E41583,E50835,21000769,C00196,0.125
E41583,E50835,21000769,C00204,1.000
E41583,E50835,21000771,C00182,605.750
E41583,E50835,21000771,C00183,973.628
E41583,E50835,21000771,C00185,292.007
E41583,E50835,21000771,C00186,706.094
E41583,E50835,21000771,C00187,993.868
E41583,E50835,21000771,C00188,1078.431
E41583,E50835,21000771,C00189,2.542
E41583,E50835,21000771,C00191,149.111
E41583,E50835,21000771,C00193,0.167
E41583,E50835,21000771,C00195,2.417
E41583,E50835,21000771,C00196,104.160
E41583,E50835,21000771,C00199,-0.194
E41583,E50835,21000771,C00200,31.465
E41583,E50835,21000771,C00204,423.094
E41583,E50835,21000773,C00182,35.958
E41583,E50835,21000773,C00183,96.750
E41583,E50835,21000773,C00185,7.833
E41583,E50835,21000773,C00186,17.167
E41583,E50835,21000773,C00187,3.125
E41583,E50835,21000773,C00188,0.500
E41583,E50835,21000773,C00189,0.125
E41583,E50835,21000773,C00191,11.167
E41583,E50835,21000773,C00195,0.125
E41583,E50835,21000773,C00196,0.125
E41583,E50835,21000773,C00199,0.042
E41583,E50835,21000773,C00204,0.500
E41583,E50835,21001515,C00182,3.000
E41583,E50835,21001515,C00183,25.938
E41583,E50835,21001515,C00185,1.365
E41583,E50835,21001515,C00186,6.552
E41583,E50835,21001515,C00187,2.219
E41583,E50835,21001515,C00188,8.833
E41583,E50835,21001515,C00191,0.313
E41583,E50835,21001515,C00195,2.000
E41583,E50835,21001515,C00196,0.125
E41583,E50835,21001515,C00200,0.125
E41583,E50835,21001515,C00204,2.063
E41583,E50835,21002844,C00182,30.958
E41583,E50835,21002844,C00183,73.667
E41583,E50835,21002844,C00185,13.042
E41583,E50835,21002844,C00186,10.969
E41583,E50835,21002844,C00187,77.948
E41583,E50835,21002844,C00188,177.271
E41583,E50835,21002844,C00191,0.958
E41583,E50835,21002844,C00195,1.000
E41583,E50835,21002844,C00196,1.188
E41583,E50835,21002844,C00199,0.375
E41583,E50835,21002844,C00200,1.646
E41583,E50835,21002844,C00204,17.521
E41583,E50835,21004827,C00187,0.042
E41583,E50835,21004827,C00188,2.292
E41583,E50835,21008977,C00182,2565.149
E41583,E50835,21008977,C00183,3270.528
E41583,E50835,21008977,C00185,1107.847
E41583,E50835,21008977,C00186,2776.201
E41583,E50835,21008977,C00187,4611.514
E41583,E50835,21008977,C00188,5077.983
E41583,E50835,21008977,C00189,4.503
E41583,E50835,21008977,C00191,164.486
E41583,E50835,21008977,C00193,232.399
E41583,E50835,21008977,C00195,10.688
E41583,E50835,21008977,C00196,455.257
E41583,E50835,21008977,C00199,545.368
E41583,E50835,21008977,C00200,113.528
E41583,E50835,21008977,C00204,4157.056
E41583,E50835,21008979,C00182,62.500
E41583,E50835,21008979,C00183,174.250
E41583,E50835,21008979,C00185,14.292
E41583,E50835,21008979,C00186,32.542
E41583,E50835,21008979,C00187,5.042
E41583,E50835,21008979,C00188,2.083
E41583,E50835,21008979,C00191,18.125
E41583,E50835,21008979,C00195,0.125
E41583,E50835,21008979,C00196,0.250
E41583,E50835,21008979,C00199,0.750
E41583,E50835,21008979,C00204,1.625
E41583,E50835,21009048,C00182,27.000
E41583,E50835,21009048,C00183,61.125
E41583,E50835,21009048,C00185,9.500
E41583,E50835,21009048,C00186,18.083
E41583,E50835,21009048,C00187,4.375
E41583,E50835,21009048,C00188,0.875
E41583,E50835,21009048,C00191,11.833
E41583,E50835,21009048,C00196,0.125
E41583,E50835,21009048,C00200,0.125
E41583,E50835,21009048,C00204,0.500
E41583,E50835,21009476,C00183,9.000
E41583,E50835,21009476,C00185,7.333
E41583,E50835,21009476,C00186,25.458
E41583,E50835,21009476,C00187,3.583
E41583,E50835,21009476,C00188,19.250
E41583,E50835,21009476,C00191,0.250
E41583,E50835,21009476,C00196,7.000
E41583,E50835,21009476,C00199,0.125
E41583,E50835,21009476,C00204,23.500
E41583,E50835,21009479,C00187,0.167
E41583,E50835,21009479,C00188,0.167
E41583,E50835,21010304,C00182,13.500
E41583,E50835,21010304,C00183,13.750
E41583,E50835,21010304,C00186,3.667
E41583,E50835,21010304,C00187,0.167
E41583,E50835,21010304,C00188,0.500
E41583,E50835,21010304,C00189,1.000
E41583,E50835,21010304,C00191,7.167
E41583,E50835,21010304,C00199,2.417
E41583,E50835,21013982,C00183,21.750
E41583,E50835,21013982,C00185,0.250
E41583,E50835,21013982,C00186,1.417
E41583,E50835,21013982,C00191,0.125
E41583,E50835,21013983,C00182,7.000
E41583,E50835,21013983,C00183,54.000
E41583,E50835,21013983,C00185,0.500
E41583,E50835,21013983,C00186,3.000
E41583,E50835,21013983,C00191,11.000
E41583,E50835,21013983,C00199,0.250
E41583,E50835,21013984,C00182,2.500
E41583,E50835,21013984,C00183,25.500
E41583,E50835,21013984,C00186,1.583
E41583,E50835,21013987,C00182,2.000
E41583,E50835,21013987,C00183,19.000
E41583,E50835,21013987,C00186,1.167
E41583,E50835,21013987,C00191,2.458
E41583,E50835,21013987,C00199,0.042
E41583,E50835,21013989,C00182,2.250
E41583,E50835,21013989,C00183,23.125
E41583,E50835,21013989,C00185,0.208
E41583,E50835,21013989,C00186,1.125
E41583,E50835,21013989,C00187,0.042
E41583,E50835,21013989,C00188,0.083
E41583,E50835,21013989,C00191,2.417
E41583,E50835,21013989,C00199,0.208
E41583,E50835,21013989,C00200,0.125
E41583,E50835,21015691,C00183,56.750
E41583,E50835,21015691,C00185,3.875
E41583,E50835,21015691,C00186,12.500
E41583,E50835,21015691,C00187,4.833
E41583,E50835,21015691,C00188,1.250
E41583,E50835,21015691,C00189,0.667
E41583,E50835,21015691,C00191,42.000
E41583,E50835,21015691,C00199,0.042
E41583,E50835,21018836,C00183,36.000
E41583,E50835,21018836,C00185,2.750
E41583,E50835,21018836,C00186,16.750
E41583,E50835,21018836,C00187,2.833
E41583,E50835,21018836,C00188,0.750
E41583,E50835,21018836,C00189,1.833
E41583,E50835,21018836,C00191,21.500
E41583,E50835,21018836,C00199,0.167
E41583,E50835,21019617,C00182,3.000
E41583,E50835,21019617,C00183,33.688
E41583,E50835,21019617,C00185,0.531
E41583,E50835,21019617,C00186,6.406
E41583,E50835,21019617,C00187,3.083
E41583,E50835,21019617,C00188,19.604
E41583,E50835,21019617,C00191,0.208
E41583,E50835,21019617,C00196,0.125
E41583,E50835,21019617,C00204,0.063
E41583,E50835,21021063,C00182,55.500
E41583,E50835,21021063,C00183,96.000
E41583,E50835,21021063,C00185,5.292
E41583,E50835,21021063,C00186,9.625
E41583,E50835,21021063,C00187,4.500
E41583,E50835,21021063,C00188,0.375
E41583,E50835,21021063,C00189,1.875
E41583,E50835,21021063,C00191,47.917
E41583,E50835,21021063,C00199,0.250
E41583,E50835,21021063,C00204,0.250
E41583,E50835,21021066,C00183,51.000
E41583,E50835,21021066,C00185,8.750
E41583,E50835,21021066,C00186,13.333
E41583,E50835,21021066,C00187,4.667
E41583,E50835,21021066,C00188,0.833
E41583,E50835,21021066,C00189,1.375
E41583,E50835,21021066,C00191,50.542
E41583,E50835,21021066,C00204,0.500
E41583,E50835,21021919,C00187,3.583
E41583,E50835,21021919,C00188,1.313
E41583,E50835,21021920,C00186,1.000
E41583,E50835,21021920,C00187,3.583
E41583,E50835,21021920,C00188,4.104
E41583,E50835,21021920,C00191,0.042
E41583,E50835,21021920,C00204,3.000
E41583,E50835,21024222,C00182,18.833
E41583,E50835,21024222,C00183,33.639
E41583,E50835,21024222,C00185,2.556
E41583,E50835,21024222,C00186,7.667
E41583,E50835,21024222,C00187,5.778
E41583,E50835,21024222,C00188,1.250
E41583,E50835,21024222,C00189,1.500
E41583,E50835,21024222,C00191,38.472
E41583,E50835,21024222,C00199,36.056
E41583,E50835,21024222,C00204,0.167
E41583,E50835,21025554,C00182,43.917
E41583,E50835,21025554,C00183,44.705
E41583,E50835,21025554,C00185,16.632
E41583,E50835,21025554,C00186,30.997
E41583,E50835,21025554,C00187,15.250
E41583,E50835,21025554,C00188,16.788
E41583,E50835,21025554,C00189,0.083
E41583,E50835,21025554,C00191,11.031
E41583,E50835,21025554,C00196,6.125
E41583,E50835,21025554,C00199,0.788
E41583,E50835,21025554,C00200,0.375
E41583,E50835,21025554,C00204,3.167
E41583,E50835,21025556,C00183,8.625
E41583,E50835,21025556,C00185,1.000
E41583,E50835,21025556,C00186,1.083
E41583,E50835,21025556,C00187,0.625
E41583,E50835,21025556,C00191,1.167
E41583,E50835,21025556,C00199,0.042
E41583,E50835,21026412,C00183,6.000
E41583,E50835,21026412,C00191,0.917
E41583,E50835,21026412,C00196,0.042
E41583,E50835,21026412,C00199,1.625
E41583,E50835,21027340,C00183,14.000
E41583,E50835,21027340,C00185,10.125
E41583,E50835,21027340,C00186,7.750
E41583,E50835,21027340,C00187,4.667
E41583,E50835,21027340,C00188,0.750
E41583,E50835,21027340,C00191,9.583
E41583,E50835,21027340,C00195,0.125
E41583,E50835,21027340,C00199,0.750
E41583,E50835,21027340,C00204,0.250
E41583,E50835,21027490,C00188,-1.444
E41583,E50835,21029749,C00182,50.958
E41583,E50835,21029749,C00183,67.733
E41583,E50835,21029749,C00185,9.146
E41583,E50835,21029749,C00186,8.708
E41583,E50835,21029749,C00187,1.625
E41583,E50835,21029749,C00188,0.125
E41583,E50835,21029749,C00189,0.208
E41583,E50835,21029749,C00191,8.719
E41583,E50835,21029753,C00182,78.958
E41583,E50835,21029753,C00183,121.792
E41583,E50835,21029753,C00185,23.354
E41583,E50835,21029753,C00186,9.538
E41583,E50835,21029753,C00187,3.281
E41583,E50835,21029753,C00188,1.205
E41583,E50835,21029753,C00189,0.250
E41583,E50835,21029753,C00191,22.417
E41583,E50835,21029753,C00199,15.493
E41583,E50835,21029753,C00200,0.250
E41583,E50835,21029754,C00182,46.917
E41583,E50835,21029754,C00183,93.813
E41583,E50835,21029754,C00185,14.490
E41583,E50835,21029754,C00186,7.708
E41583,E50835,21029754,C00187,2.326
E41583,E50835,21029754,C00188,0.500
E41583,E50835,21029754,C00189,0.292
E41583,E50835,21029754,C00191,20.646
E41583,E50835,21029754,C00199,1.747
E41583,E50835,21029754,C00200,0.125
E41583,E50835,21029755,C00182,41.917
E41583,E50835,21029755,C00183,88.698
E41583,E50835,21029755,C00185,10.236
E41583,E50835,21029755,C00186,4.917
E41583,E50835,21029755,C00187,1.816
E41583,E50835,21029755,C00188,0.625
E41583,E50835,21029755,C00189,0.208
E41583,E50835,21029755,C00191,21.889
E41583,E50835,21029755,C00199,2.497
E41583,E50835,21029755,C00200,0.250
E41583,E50835,21030914,C00183,115.000
E41583,E50835,21030914,C00185,124.000
E41583,E50835,21030914,C00186,197.125
E41583,E50835,21030914,C00187,221.479
E41583,E50835,21030914,C00188,401.458
E41583,E50835,21030914,C00189,0.542
E41583,E50835,21030914,C00191,16.125
E41583,E50835,21030914,C00195,1.000
E41583,E50835,21030914,C00196,34.333
E41583,E50835,21030914,C00199,0.938
E41583,E50835,21030914,C00204,401.063
E41583,E50835,21030915,C00183,6.000
E41583,E50835,21030915,C00185,1.583
E41583,E50835,21030915,C00186,1.042
E41583,E50835,21030915,C00187,4.000
E41583,E50835,21030915,C00188,0.625
E41583,E50835,21030915,C00191,0.500
E41583,E50835,21030915,C00199,0.083
E41583,E50835,21030915,C00204,0.250
E41583,E50835,21031404,C00182,27.986
E41583,E50835,21031404,C00183,125.417
E41583,E50835,21031404,C00185,7.694
E41583,E50835,21031404,C00186,21.958
E41583,E50835,21031404,C00187,0.250
E41583,E50835,21031404,C00188,0.167
E41583,E50835,21031404,C00191,0.500
E41583,E50835,21031404,C00199,0.069
E41583,E50835,21031404,C00204,3.944
E41583,E50835,21031405,C00182,26.806
E41583,E50835,21031405,C00183,121.722
E41583,E50835,21031405,C00185,11.222
E41583,E50835,21031405,C00186,17.444
E41583,E50835,21031405,C00187,-0.917
E41583,E50835,21031405,C00188,-3.778
E41583,E50835,21031405,C00191,1.167
E41583,E50835,21031405,C00204,-2.556
E41583,E50835,21031406,C00182,14.986
E41583,E50835,21031406,C00183,81.861
